source_name,extracted_at,location_id,city_name,country_code,date,latitude,longitude,timezone,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max
recent_weather,2026-07-01T14:51:26+00:00,3128760,Barcelona,ES,2026-05-22,41.375,2.125,Europe/Madrid,25.0,17.5,21.4,0.0,0.0,0.0,9.2
recent_weather,2026-07-01T14:51:26+00:00,3128760,Barcelona,ES,2026-05-23,41.375,2.125,Europe/Madrid,25.0,18.1,21.8,0.0,0.0,0.0,10.9
recent_weather,2026-07-01T14:51:26+00:00,3128760,Barcelona,ES,2026-05-24,41.375,2.125,Europe/Madrid,27.0,17.9,22.8,0.0,0.0,0.0,10.4
recent_weather,2026-07-01T14:51:26+00:00,3128760,Barcelona,ES,2026-05-25,41.375,2.125,Europe/Madrid,25.8,18.3,22.6,0.0,0.0,0.0,12.9
recent_weather,2026-07-01T14:51:26+00:00,3128760,Barcelona,ES,2026-05-26,41.375,2.125,Europe/Madrid,27.3,17.6,22.9,0.0,0.0,0.0,12.0
recent_weather,2026-07-01T14:51:26+00:00,3128760,Barcelona,ES,2026-05-27,41.375,2.125,Europe/Madrid,28.4,18.6,23.9,0.0,0.0,0.0,14.4
recent_weather,2026-07-01T14:51:26+00:00,3128760,Barcelona,ES,2026-05-28,41.375,2.125,Europe/Madrid,30.5,19.8,25.6,0.0,0.0,0.0,16.2
recent_weather,2026-07-01T14:51:26+00:00,3128760,Barcelona,ES,2026-05-29,41.375,2.125,Europe/Madrid,28.8,22.1,24.8,0.0,0.0,0.0,13.0
recent_weather,2026-07-01T14:51:26+00:00,3128760,Barcelona,ES,2026-05-30,41.375,2.125,Europe/Madrid,25.9,19.8,22.8,0.0,0.0,0.0,10.0
recent_weather,2026-07-01T14:51:26+00:00,3128760,Barcelona,ES,2026-05-31,41.375,2.125,Europe/Madrid,26.3,19.6,23.0,0.0,0.0,0.0,13.1
recent_weather,2026-07-01T14:51:26+00:00,3128760,Barcelona,ES,2026-06-01,41.375,2.125,Europe/Madrid,26.1,20.9,23.3,0.0,0.0,0.0,17.0
recent_weather,2026-07-01T14:51:26+00:00,3128760,Barcelona,ES,2026-06-02,41.375,2.125,Europe/Madrid,26.3,20.3,23.1,0.0,0.0,0.0,17.9
recent_weather,2026-07-01T14:51:26+00:00,3128760,Barcelona,ES,2026-06-03,41.375,2.125,Europe/Madrid,25.5,19.5,22.4,0.0,0.0,0.0,18.0
recent_weather,2026-07-01T14:51:26+00:00,3128760,Barcelona,ES,2026-06-04,41.375,2.125,Europe/Madrid,24.2,17.1,21.9,19.1,13.3,0.0,23.5
